ID,SUM(additions),SUM(deletions),SUM(num_easy_y1),year,status
3215,3,3,0,2018,new
3216,1,6,0,2018,new
3217,549,174,3,2018,new
3218,33,6,0,2018,new
3219,13,5,2,2018,new
3220,1,0,0,2018,new
3221,141,24,0,2018,new
3222,207,66,0,2018,intermediate
3223,18,18,0,2018,new
3224,273,95,2,2018,new
3225,4,4,1,2018,new
3226,277,8,0,2018,new
3227,100,33,0,2018,new
3228,11,14,0,2018,new
3229,13,8,0,2018,new
3230,55,0,1,2018,new
3231,810,149,6,2018,new
3232,1,1,0,2018,new
3233,59,5,4,2018,new
3234,4,1,0,2018,new
3235,1,1,0,2018,new
3236,13998,7286,3,2018,intermediate
3237,4,4,0,2018,new
3238,8163,4043,1,2018,intermediate
3239,6,2,0,2018,new
3240,146,49,0,2018,new
3241,310,138,1,2018,new
3242,129,12,0,2018,new
3243,18,1,0,2018,new
3244,25286,17912,0,2018,new
3245,9,1,0,2018,new
3246,876,165,0,2018,new
3247,95,29,0,2018,intermediate
3248,158,6,0,2018,new
3249,820,869,1,2018,new
3250,26,37,0,2018,intermediate
3251,8475,4168,0,2018,new
3252,48,93,0,2018,new
3253,145,28,0,2018,intermediate
3254,6,11,1,2018,intermediate
3255,27,11,0,2018,intermediate
3256,56,3,1,2018,new
3257,611,428,15,2018,new
3258,87,58,0,2018,new
3259,827,427,0,2018,intermediate
3260,92,75,0,2018,intermediate
3261,3,3,0,2018,new
3262,3,1,0,2018,intermediate
3263,4,3,0,2018,intermediate
3264,1135,687,0,2018,new
3265,1,1,0,2018,new
3266,338,66,0,2018,intermediate
3267,1017,1013,2,2018,new
3268,3,0,0,2018,intermediate
3269,1,7,0,2018,new
3270,201,63,0,2018,new
3271,2,2,0,2018,new
3272,2,2,0,2018,new
3273,36,36,0,2018,new
3274,2,2,0,2018,new
3275,1,2,0,2018,new
3276,2163,1118,0,2018,intermediate
3277,293,50,0,2018,new
3278,580,183,2,2018,new
3279,12,13,0,2018,new
3280,129,227,0,2018,new
3281,54894,33638,15,2018,advanced
3282,3327,1048,0,2018,intermediate
3283,10,14,0,2018,new
3284,1,1,0,2018,new
3285,2718,831,0,2018,new
3286,71,59,0,2018,new
3287,221,42,0,2018,intermediate
3288,202,91,0,2018,intermediate
3289,50406,36665,0,2018,new
3290,1036,1012,6,2018,new
3291,5,23,0,2018,new
3292,5,5,0,2018,new
3293,448,184,0,2018,new
3294,1,1,0,2018,new
3295,16,48,0,2018,intermediate
3296,94,228,10,2018,intermediate
3297,2,2,0,2018,new
3298,3,3,0,2018,new
3299,22,16,0,2018,new
3300,9,9,0,2018,new
3301,64,44,7,2018,new
3302,1,1,0,2018,new
3303,200,93,0,2018,new
3304,279,109,0,2018,new
3305,471,477,1,2018,new
3306,239,132,0,2018,new
3307,4,4,0,2018,new
3308,50,31,0,2018,new
3309,2,2,1,2018,new
3310,1,1,0,2018,new
3311,1,1,0,2018,intermediate
3312,18,8,0,2018,new
3313,1,1,0,2018,new
3314,49614,26489,25,2018,new
3315,1,1,0,2018,new
3316,9375,7517,1,2018,intermediate
3317,56,6,0,2018,new
3318,36716,32554,4,2018,intermediate
3319,1033,14,0,2018,intermediate
3320,6,3,0,2018,new
3321,218,225,0,2018,intermediate
3322,12,12,0,2018,intermediate
3323,27,11,2,2018,new
3324,1,1,0,2018,intermediate
3325,107,90,0,2018,new
3326,0,2,0,2018,new
3327,66,23,0,2018,new
3328,793,322,0,2018,intermediate
3329,1308,1151,0,2018,new
3330,1004,596,0,2018,new
3331,15,6,0,2018,intermediate
3332,2723,1195,9,2018,new
3333,88,49,0,2018,intermediate
3334,169,72,0,2018,intermediate
3335,1,1,0,2018,new
3336,1,1,0,2018,new
3337,8,5,0,2018,new
3338,159,51,0,2018,new
3339,1,1,0,2018,intermediate
3340,255,175,0,2018,new
3341,30,10,1,2018,new
3342,8,1,0,2018,intermediate
3343,38,6,0,2018,new
3344,48,0,0,2018,new
3345,355,97,9,2018,new
3346,20,16,3,2018,new
3347,4,4,0,2018,new
3348,1,1,0,2018,new
3349,88,0,1,2018,new
3350,341,16,1,2018,new
3351,51,10,4,2018,new
3352,2,3,0,2018,new
3353,158,37,0,2018,new
3354,5637,392,0,2018,new
3355,3,3,0,2018,intermediate
3356,26,3,0,2018,new
3357,23,12,0,2018,new
3358,60,23,0,2018,new
3359,2038,530,0,2018,intermediate
3360,153,145,0,2018,intermediate
3361,3,3,0,2018,new
3362,322,146,0,2018,new
3363,32,103,0,2018,new
3364,26238,23637,25,2018,intermediate
3365,184488,155481,0,2018,new
3366,308,0,0,2018,new
3367,11,9,0,2018,intermediate
3368,156,420,0,2018,new
3369,53,35,0,2018,new
3370,138,27,3,2018,new
3371,657,380,0,2018,new
3372,6580,7084,0,2018,intermediate
3373,0,1,0,2018,new
3374,997,700,0,2018,new
3375,41,4,0,2018,new
3376,4,2,0,2018,new
3377,57,1,0,2018,new
3378,24,7,0,2018,new
3379,46,37,0,2018,new
3380,1528,576,0,2018,new
3381,164,136,0,2018,new
3382,1,1,0,2018,new
3383,28,0,0,2018,new
3384,183,93,0,2018,new
3385,68,3,0,2018,new
3386,4,4,0,2018,new
3387,306,52,0,2018,new
3388,2276,1359,0,2018,new
3389,111,8,0,2018,advanced
3390,4,3,0,2018,new
3391,192,32,0,2018,intermediate
3392,92,1,4,2018,new
3393,53741,80337,5,2018,intermediate
3394,29,27,0,2018,new
3395,401,371,4,2018,new
3396,22,24,0,2018,new
3397,73,93,0,2018,advanced
3398,23,32,0,2018,new
3399,9,8,0,2018,new
3400,526,564,0,2018,new
3401,59,10,0,2018,new
3402,484,2147,0,2018,new
3403,10,6,0,2018,new
3404,52,41,0,2018,new
3405,300,221,0,2018,intermediate
3406,2,2,0,2018,new
3407,1438,881,0,2018,intermediate
3408,457,72,0,2018,new
3409,31642,24994,0,2018,new
3410,329,38,0,2018,new
3411,564,313,0,2018,new
3412,2,0,0,2018,intermediate
3413,2,2,0,2018,new
3414,29,2,1,2018,new
3415,9,7,0,2018,new
3416,50,35,0,2018,intermediate
3417,129,2,0,2018,new
3418,15,10,0,2018,intermediate
3419,63,2,0,2018,new
3420,588,19,0,2018,new
3421,54,9,0,2018,new
3422,127,291,3,2018,new
3423,23,6,0,2018,intermediate
3424,2,2,0,2018,new
3425,30,5,2,2018,new
3426,1,0,0,2018,new
3427,7,0,0,2018,intermediate
3428,9,10,0,2018,new
3429,24,12,0,2018,intermediate
3430,32,17,0,2018,new
3431,46130,35245,4,2018,intermediate
3432,2,2,0,2018,new
3433,20,22,1,2018,new
3434,23,23,0,2018,new
3435,32176,17153,11,2018,intermediate
3436,42,33,0,2018,new
3437,11,1,0,2018,new
3438,983,823,0,2018,intermediate
3439,106,43,0,2018,new
3440,1231,343,0,2018,new
3441,4053,2211,13,2018,new
3442,496,431,0,2018,new
3443,43,51,1,2018,intermediate
3444,1,1,0,2018,new
3445,1889,889,0,2018,intermediate
3446,107,14,0,2018,new
3447,40,40,0,2018,intermediate
3448,3163,1591,6,2018,intermediate
3449,14,2,0,2018,new
3450,61,73,0,2018,intermediate
3451,18,18,1,2018,new
3452,40,23,3,2018,new
3453,114,39,0,2018,new
3454,1037,488,0,2018,advanced
3455,47,49,0,2018,new
3456,26,20,5,2018,new
3457,29,1,2,2018,new
3458,7152,4157,0,2018,new
3459,30,51,0,2018,intermediate
3460,60,25,6,2018,new
3461,9,2,0,2018,intermediate
3462,5949,544,0,2018,new
3463,3779,2148,15,2018,new
3464,2,2,0,2018,intermediate
3465,5,5,0,2018,new
3466,1,1,0,2018,new
3467,47,5,0,2018,new
3468,24,4,1,2018,new
3469,1,1,0,2018,new
3470,254,180,0,2018,intermediate
3471,48,9,0,2018,new
3472,78,11,0,2018,new
3473,889,133,0,2018,intermediate
3474,29,13,0,2018,new
3475,232056,214224,10,2018,intermediate
3476,2,2,0,2018,new
3477,256,45,1,2018,new
3478,55,4,0,2018,new
3479,1959,675,2,2018,intermediate
3480,5929,4490,19,2018,new
3481,2,0,0,2018,new
3482,1284,151,1,2018,intermediate
3483,6445,4710,0,2018,new
3484,245,76,0,2018,intermediate
3485,753,124,0,2018,new
3486,39,1,0,2018,new
3487,921,1060,1,2018,new
3488,598,194,0,2018,new
3489,35,78,0,2018,new
3490,8,8,0,2018,new
3491,156,40,0,2018,new
3492,114,2,0,2018,advanced
3493,4102,3262,0,2018,new
3494,1,1,0,2018,new
3495,4,1,0,2018,intermediate
3496,2,0,0,2018,new
3497,2869,2646,9,2018,new
3498,171,143,0,2018,new
3499,870,635,0,2018,new
3500,744,103,0,2018,new
3501,209,90,16,2018,intermediate
3502,1,1,0,2018,intermediate
3503,614,156,0,2018,new
3504,32,26,0,2018,new
3505,211,18,0,2018,new
3506,11,11,0,2018,new
3507,211,218,1,2018,new
3508,7,5,0,2018,new
3509,4979,2648,1,2018,new
3510,20,9,0,2018,new
3511,1367,493,0,2018,intermediate
3512,34665,35391,1,2018,advanced
3513,2,2,0,2018,new
3514,32,23,6,2018,new
3515,3,2,0,2018,new
3516,438,1309,0,2018,intermediate
3517,2,2,0,2018,new
3518,352,193,0,2018,new
3519,5,2,0,2018,new
3520,1898,561,28,2018,new
3521,9,3,0,2018,new
3522,24,57,0,2018,new
3523,119,40,1,2018,new
3524,240,119,0,2018,new
3525,5,2,0,2018,new
3526,224,15,1,2018,new
3527,28,2,1,2018,new
3528,586,420,0,2018,intermediate
3529,68,108,0,2018,new
3530,54,8,6,2018,new
3531,225,53,0,2018,new
3532,512,369,0,2018,new
3533,1,1,0,2018,new
3534,17,1,0,2018,new
3535,168,94,0,2018,new
3536,22658,20230,0,2018,new
3537,59,39,7,2018,new
3538,49,39,0,2018,new
3539,572,596,0,2018,new
3540,197,161,0,2018,intermediate
3541,1,1,0,2018,new
3542,1,1,0,2018,new
3543,0,1,0,2018,new
3544,50,11,0,2018,new
3545,7,272,0,2018,new
3546,1,1,0,2018,new
3547,251,129,0,2018,new
3548,5,5,0,2018,new
3549,182723,146748,50,2018,intermediate
3550,117,8,0,2018,intermediate
3551,214,221,0,2018,intermediate
3552,315702,251932,37,2018,new
3553,54903,45227,128,2018,intermediate
3554,202,12,0,2018,intermediate
3555,703,177,0,2018,intermediate
3556,8,13,0,2018,intermediate
3557,639,793,1,2018,new
3558,2,81,0,2018,new
3559,297,94,0,2018,intermediate
3560,50,17,0,2018,new
3561,458,271,0,2018,intermediate
3562,46,37,0,2018,new
3563,210,43,0,2018,intermediate
3564,1,0,0,2018,new
3565,142,71,1,2018,new
3566,12,9,0,2018,new
3567,15,0,0,2018,new
3568,1325,949,6,2018,new
3569,6,6,0,2018,new
3570,5,5,0,2018,intermediate
3571,1,238,1,2018,new
3572,299,202,0,2018,intermediate
3573,2,2,0,2018,new
3574,16,12,0,2018,intermediate
3575,816,403,0,2018,new
3576,36,1,0,2018,new
3577,12,2,0,2018,new
3578,1135,110,0,2018,new
3579,86,59,0,2018,new
3580,19,15,0,2018,new
3581,41,23,0,2018,intermediate
3582,355,0,0,2018,intermediate
3583,5,5,0,2018,intermediate
3584,172,0,0,2018,intermediate
3585,7765,7166,13,2019,intermediate
3586,1067,687,0,2019,new
3587,1005,411,14,2019,intermediate
3588,1,1,0,2019,new
3589,548,455,6,2019,intermediate
3590,1,1,0,2019,new
3591,1,2,0,2019,new
3592,1,1,0,2019,new
3593,1,0,0,2019,new
3594,2,4,0,2019,intermediate
3595,69,1,0,2019,new
3596,25,18,0,2019,new
3597,71,8,0,2019,intermediate
3598,2,1,0,2019,intermediate
3599,68,30,2,2019,new
3600,4,1,0,2019,intermediate
3601,600,514,6,2019,new
3602,2,1,0,2019,new
3603,1,1,0,2019,new
3604,22,1,0,2019,intermediate
3605,1,1,0,2019,new
3606,5379,5399,0,2019,new
3607,9,0,0,2019,new
3608,23009,29846,1,2019,advanced
3609,10251,4166,1,2019,new
3610,523,114,0,2019,new
3611,2069,757,0,2019,intermediate
3612,77,37,1,2019,advanced
3613,50,25,0,2019,new
3614,120,66,0,2019,new
3615,252,10,0,2019,intermediate
3616,48,1,0,2019,intermediate
3617,1,1,0,2019,new
3618,3,3,2,2019,new
3619,2342,2176,0,2019,new
3620,187,24,0,2019,intermediate
3621,137,19,0,2019,intermediate
3622,16,0,0,2019,new
3623,3,9,2,2019,intermediate
3624,157,1,0,2019,intermediate
3625,655,322,11,2019,intermediate
3626,31,1,0,2019,new
3627,3,3,1,2019,new
3628,1,1,0,2019,intermediate
3629,5,5,0,2019,new
3630,18807,19989,7,2019,intermediate
3631,9,16,0,2019,new
3632,19,19,0,2019,new
3633,104,65,0,2019,new
3634,15269,10842,16,2019,new
3635,15711,10359,0,2019,intermediate
3636,12,9,0,2019,intermediate
3637,0,3,0,2019,new
3638,37,45,0,2019,intermediate
3639,101,95,6,2019,new
3640,25,143,0,2019,intermediate
3641,1784,1545,0,2019,intermediate
3642,84,60,1,2019,new
3643,246,50,0,2019,intermediate
3644,57,15,0,2019,intermediate
3645,1,1,0,2019,intermediate
3646,4,5,0,2019,new
3647,1,1,0,2019,advanced
3648,146,42,0,2019,intermediate
3649,1,1,0,2019,new
3650,1,1,0,2019,new
3651,7,7,0,2019,new
3652,1,1,0,2019,new
3653,1537,1104,8,2019,advanced
3654,173,115,5,2019,intermediate
3655,34,0,1,2019,new
3656,385,217,0,2019,intermediate
3657,647,13,0,2019,intermediate
3658,48,3,5,2019,new
3659,50,50,2,2019,new
3660,1781,1734,0,2019,intermediate
3661,83,8,0,2019,new
3662,235,59,0,2019,new
3663,1,2,1,2019,new
3664,215,62,1,2019,new
3665,1,1,0,2019,new
3666,3,3,0,2019,intermediate
3667,2,5,0,2019,intermediate
3668,2,2,0,2019,advanced
3669,46,17,0,2019,intermediate
3670,10,4,2,2019,intermediate
3671,2,6,0,2019,intermediate
3672,296,81,0,2019,new
3673,0,1,0,2019,new
3674,0,3,0,2019,new
3675,105,105,1,2019,new
3676,2953,3320,0,2019,intermediate
3677,32,32,0,2019,new
3678,61,97,0,2019,intermediate
3679,2488,2220,4,2019,intermediate
3680,8,3,0,2019,new
3681,3,0,0,2019,new
3682,5,4,0,2019,intermediate
3683,195,32,0,2019,new
3684,19,6,1,2019,new
3685,1070,732,6,2019,new
3686,1076,553,0,2019,intermediate
3687,2,2,1,2019,intermediate
3688,1,0,0,2019,new
3689,3582,1963,0,2019,new
3690,51,48,0,2019,new
3691,12,8,0,2019,advanced
3692,2,2,0,2019,new
3693,14,14,0,2019,advanced
3694,179,87,0,2019,new
3695,127,92,0,2019,new
3696,53,73,0,2019,new
3697,70,8,0,2019,intermediate
3698,7,7,0,2019,intermediate
3699,17,14,0,2019,new
3700,1,1,0,2019,new
3701,2527,2448,0,2019,intermediate
3702,58097,158976,2,2019,new
3703,695,605,1,2019,new
3704,654,798,1,2019,intermediate
3705,6,2,0,2019,intermediate
3706,28,312,0,2019,new
3707,208,125,0,2019,intermediate
3708,191,279,0,2019,new
3709,12,45,0,2019,new
3710,1,1,0,2019,new
3711,69,0,0,2019,intermediate
3712,4,10,0,2019,intermediate
3713,26,13,0,2019,advanced
3714,5987,125,0,2019,new
3715,45,21,0,2019,new
3716,13,6,0,2019,new
3717,4,9,0,2019,new
3718,1,1,0,2019,new
3719,60,6,0,2019,new
3720,25026,33908,4,2019,new
3721,2,2,0,2019,new
3722,122,20,0,2019,new
3723,6802,6518,3,2019,intermediate
3724,26,4,0,2019,intermediate
3725,144,95,2,2019,intermediate
3726,8,5,0,2019,intermediate
3727,18205,15225,0,2019,intermediate
3728,14,14,0,2019,new
3729,3,4,0,2019,new
3730,1,1,1,2019,new
3731,41,0,1,2019,new
3732,1,1,0,2019,new
3733,44,1,0,2019,advanced
3734,92,28,0,2019,intermediate
3735,1268,869,18,2019,new
3736,1,11,0,2019,intermediate
3737,183,183,0,2019,intermediate
3738,34,1,0,2019,new
3739,12,9,0,2019,new
3740,2,2,0,2019,new
3741,93,104,0,2019,new
3742,1705,1382,0,2019,new
3743,78135,56002,97,2019,intermediate
3744,742,701,0,2019,new
3745,80,59,0,2019,new
3746,1239,1474,1,2019,intermediate
3747,8954,8542,4,2019,new
3748,81,79,0,2019,intermediate
3749,141,71,0,2019,intermediate
3750,14,8,1,2019,new
3751,1,0,0,2019,intermediate
3752,17,12,0,2019,new
3753,14,1,1,2019,advanced
3754,1,1,0,2019,new
3755,100,52,0,2019,new
3756,586,746,0,2019,new
3757,86,14,0,2019,new
3758,6,28,0,2019,new
3759,93,44,0,2019,advanced
3760,4,16,2,2019,new
3761,1616,93,0,2019,new
3762,7,4,0,2019,new
3763,60,14,0,2019,new
3764,233,208,0,2019,intermediate
3765,1373,955,2,2019,intermediate
3766,6448,4176,43,2019,intermediate
3767,101,37,1,2019,intermediate
3768,81,48,0,2019,new
3769,1622,310,0,2019,advanced
3770,1,1,0,2019,new
3771,101,3,0,2019,intermediate
3772,3,6,0,2019,intermediate
3773,249,215,1,2019,new
3774,109,28,4,2019,new
3775,1,1,1,2019,intermediate
3776,54,11,0,2019,new
3777,71,4,0,2019,new
3778,6,6,0,2019,intermediate
3779,18,2,0,2019,intermediate
3780,39,11,0,2019,new
3781,83,0,0,2019,new
3782,16,16,0,2019,new
3783,1,1,1,2019,new
3784,2,9,0,2019,new
3785,21,20,0,2019,intermediate
3786,217,220,0,2019,advanced
3787,4,4,0,2019,new
3788,25,119,0,2019,new
3789,65,148,0,2019,intermediate
3790,45,41,0,2019,new
3791,71,5,0,2019,intermediate
3792,4,4,0,2019,new
3793,8,16,0,2019,new
3794,1,1,0,2019,new
3795,372,323,0,2019,intermediate
3796,62,1,3,2019,advanced
3797,14,14,0,2019,new
3798,136,3,2,2019,new
3799,134,8,0,2019,intermediate
3800,34,12,1,2019,intermediate
3801,0,12,0,2019,new
3802,10,10,0,2019,new
3803,1,1,0,2019,new
3804,14,16,0,2019,new
3805,50,0,0,2019,new
3806,886,257,0,2019,intermediate
3807,2,2,0,2019,new
3808,45,45,0,2019,new
3809,3287,7353,2,2019,intermediate
3810,87,77,0,2019,new
3811,24,4,0,2019,advanced
3812,43,35,6,2019,new
3813,32,4,0,2019,intermediate
3814,2,4,0,2019,new
3815,23,0,1,2019,intermediate
3816,6,2,0,2019,advanced
3817,69,25,1,2019,new
3818,814,677,0,2019,new
3819,157,0,0,2019,new
3820,258,549,3,2019,new
3821,4,1,0,2019,intermediate
3822,41,36,0,2019,new
3823,277,177,0,2019,new
3824,26,23,5,2019,new
3825,14,14,0,2019,advanced
3826,19,18,1,2019,intermediate
3827,138,63,0,2019,new
3828,10,0,0,2019,intermediate
3829,1377,1325,1,2019,new
3830,2,1,0,2019,intermediate
3831,6447,4885,2,2019,intermediate
3832,19301,8975,14,2019,intermediate
3833,579,274,0,2019,new
3834,228,39,0,2019,intermediate
3835,6,2,0,2019,new
3836,1253,469,6,2019,advanced
3837,3,1,0,2019,new
3838,192,112,3,2019,new
3839,8,8,0,2019,new
3840,326,112,4,2019,new
3841,715,667,0,2019,intermediate
3842,1332,1023,1,2019,intermediate
3843,57,26,1,2019,intermediate
3844,3,0,0,2019,intermediate
3845,56,56,0,2019,new
3846,129,676,0,2019,new
3847,279,262,0,2019,intermediate
3848,4,3,0,2019,intermediate
3849,159,0,0,2019,new
3850,354,40,0,2019,new
3851,2,2,0,2019,new
3852,1,1,0,2019,new
3853,1115,74,0,2019,intermediate
3854,38,49,1,2019,intermediate
3855,137,510,0,2019,intermediate
3856,936,576,1,2019,new
3857,14454,14124,55,2019,new
3858,8877,7723,29,2019,intermediate
3859,1,1,0,2019,intermediate
3860,180,186,16,2019,new
3861,53,23,1,2019,new
3862,54,17,1,2019,new
3863,3,1,0,2019,new
3864,2188,2160,2,2019,new
3865,388,299,1,2019,intermediate
3866,2639,3384,0,2019,intermediate
3867,414,199,0,2019,intermediate
3868,44,44,0,2019,intermediate
3869,8,0,0,2019,new
3870,55,114,0,2019,new
3871,8,1,1,2019,new
3872,177,30,0,2019,intermediate
3873,55,9,3,2019,new
3874,1,1,0,2019,new
3875,5,2,0,2019,new
3876,35,4,0,2019,new
3877,5766,4334,9,2019,intermediate
3878,83,5,0,2019,intermediate
3879,18879,12500,0,2019,advanced
3880,37,28,1,2019,advanced
3881,37,5,0,2019,new
3882,50,12,0,2019,new
3883,15,4,0,2019,intermediate
3884,60,7,1,2019,new
3885,6,0,0,2019,new
3886,404,398,0,2019,new
3887,1,1,1,2019,advanced
3888,290,200,3,2019,new
3889,115,0,0,2019,new
3890,20,34,0,2019,new
3891,44,13,0,2019,intermediate
3892,7,7,0,2019,new
3893,190,67,0,2019,intermediate
3894,9,2,0,2019,new
3895,9,1,0,2019,new
3896,441,435,1,2019,new
3897,5573,4668,0,2019,new
3898,20,0,0,2019,new
3899,1204,428,0,2019,intermediate
3900,99,19,0,2019,new
3901,12,12,1,2019,new
3902,4427,2290,10,2019,intermediate
3903,26626,26922,2,2019,advanced
3904,239,235,1,2019,new
3905,38212,31637,0,2019,new
3906,1,28,0,2019,new
3907,3909,3715,0,2019,intermediate
3908,547,2424,0,2019,intermediate
3909,159,15,0,2019,intermediate
3910,1,0,0,2019,intermediate
3911,206,37,0,2019,new
3912,8,8,0,2019,new
3913,392,195,0,2019,new
3914,230,152,1,2019,intermediate
3915,5608,57,0,2019,intermediate
3916,3,4,0,2019,new
3917,134,39,0,2019,new
3918,124,2,0,2019,new
3919,3,0,0,2019,new
3920,1,1,0,2019,new
3921,3556,983,9,2019,advanced
3922,41,8,0,2019,new
3923,2,2,0,2019,new
3924,295,23,1,2019,new
3925,298,34,0,2019,new
3926,53,35,5,2019,intermediate
3927,41,5,0,2019,intermediate
3928,4,0,0,2019,new
3929,1,0,0,2019,new
3930,1484,656,1,2019,advanced
3931,62,0,1,2019,new
3932,33,4,0,2019,intermediate
3933,203,75,0,2019,new
3934,157,157,0,2019,new
3935,17,15,0,2019,new
3936,22,7,0,2019,new
3937,4,4,0,2019,intermediate
3938,1,2,0,2019,new
3939,8,6,0,2019,new
3940,69,7,0,2019,new
3941,5,7,0,2019,new
3942,15,15,0,2019,new